0.72689,0.21895,89227,0.37666,0.44221;0.12331,0.45055,41113,ybuHsUYyirmiafEOIE,0.34265
0.90472,0.59963,35612,0.19395,0.6873;0.85697,0.75295,12211,EnIcDOBOcBwGOvJ,0.86053
0.34918,0.82752,62108,0.43799,0.65774;0.90456,0.32418,12911,aovckuRRkXKzT,0.68967
0.71139,0.64948,52941,0.63093,0.1109;0.3273,0.36506,80319,sKjwyznNObOVmt,0.19775
0.55664,0.83953,61451,0.95351,0.77542;0.98087,0.67162,90743,HzTeAXGrtF,0.51
0.6383,0.85572,39488,0.82174,0.93069;0.12868,0.91755,93908,roMNmItAOZ,0.39246
0.77503,0.30572,83261,0.38096,0.73663;0.63844,0.90748,71633,UiNijKiNRRhWaTfxUa,0.1228
0.63394,0.33416,32025,0.11879,0.98717;0.9224,0.20913,73530,FwxnpyrXMZnVh,0.83835
0.53492,0.70249,16817,0.72761,0.22802;0.8203,0.25076,41844,XyIGMQZccNR,0.96833
0.17641,0.10268,39057,0.52401,0.37699;0.59353,0.71296,23802,OvMrbjEuTWoXoocmsl,0.99078
0.95062,0.1791,35757,0.28969,0.26307;0.21013,0.50305,66672,FRsQBYiihT,0.27787
0.76248,0.26347,43265,0.8932,0.82626;0.29905,0.67059,74894,kfRUBIrEjXWJ,0.15196
0.55934,0.29025,42062,0.93528,0.22507;0.44659,0.87338,42294,YqRoiCZcnwTZkLdnmL,0.11734
0.3737,0.32057,88671,0.70752,0.3889;0.97757,0.3496,18074,NwlqMScgMiaLKx,0.77851
0.44358,0.77516,51708,0.11326,0.56283;0.3801,0.6719,59101,GHliyhAXcCsVAa,0.96129
0.35558,0.75801,28829,0.16271,0.66346;0.71263,0.95427,69012,pwGzZMlEEaNIxwGSZv,0.90552
0.20615,0.26285,71681,0.54861,0.25439;0.28041,0.39781,71333,xpXzztjyNDMxdkab,0.42762
0.46975,0.85218,18843,0.39099,0.5182;0.45234,0.46527,66055,igUsrBACsFZLQqBxlBz,0.58297
0.90257,0.66278,70353,0.39108,0.87535;0.49251,0.59909,20002,lpJbNbkMoQkEdCtsM,0.9343
0.68288,0.58304,26854,0.66652,0.1352;0.70969,0.16052,26432,LHdwyHTMiGWWn,0.98888
0.38239,0.58876,14543,0.35789,0.86279;0.16412,0.10535,25148,HqCOpsrneHBz,0.8758
0.50761,0.93659,49741,0.52771,0.95491;0.69493,0.79412,35701,RHGtYeVwHxhqpwil,0.49865
0.41078,0.27684,11607,0.72855,0.81593;0.39945,0.28014,18099,tjNPykcqMe,0.8812
0.94272,0.86392,28789,0.26996,0.98513;0.38664,0.19369,47430,LDKuOBFdoKOThvVy,0.35907
0.50132,0.95378,74641,0.34942,0.71527;0.39103,0.34315,88783,xAGuuXPXwZAfyqoHj,0.42142
0.28449,0.23508,28340,0.52966,0.12504;0.43827,0.34815,56228,qMQoVJNAzEzupRfujH,0.17077
0.82056,0.48141,90844,0.96716,0.60143;0.38977,0.58785,43781,lHVCzXXpeCUHNn,0.46968
0.69421,0.69363,81338,0.54292,0.14109;0.49785,0.52886,13383,exYuUjaDmtrzeXLuVJ,0.94338
0.82657,0.40919,14479,0.8375,0.10725;0.75229,0.25538,35448,lSLwZfsQszQWMUL,0.94507
0.16942,0.8538,74805,0.60615,0.23033;0.18261,0.58923,30971,wtCSHKqbCSfxU,0.7524
0.50886,0.52251,36443,0.12886,0.14008;0.84571,0.20896,84957,PZGPgFkFlvKT,0.21012
0.67107,0.47184,76316,0.93734,0.32989;0.52476,0.12558,60863,RXXqkVBDQssGiQaLaw,0.86554
0.78299,0.3429,33683,0.42555,0.96154;0.90392,0.41649,15325,XWUlRwvhAlxjeSzPU,0.4165
0.6002,0.23886,50599,0.91686,0.66031;0.34619,0.65326,53313,mBQRfcmwulGhGtBUTIp,0.64325
0.5743,0.27474,91020,0.54236,0.18901;0.57288,0.13293,88947,NaKtoVVXOQFmeyzI,0.5662
0.88428,0.80559,99890,0.93604,0.84366;0.12892,0.19416,61184,EyLZVVXWPqs,0.80245
0.40796,0.32291,93718,0.45158,0.58996;0.21034,0.27919,65153,HoJsmZpDoAlrHlsmd,0.14579
0.66603,0.31599,76239,0.41958,0.29289;0.70504,0.81649,89543,ampYKRHeaY,0.99129
0.19556,0.11443,18944,0.65397,0.44191;0.21012,0.40834,18563,UCkrPXUiWcTSq,0.62327
0.21583,0.28794,37987,0.22025,0.73119;0.36693,0.83574,76726,roGRPDinpTkQZQ,0.75206
0.16102,0.27369,80252,0.8408,0.57142;0.88905,0.68046,42875,VceJRURpsHwWbQp,0.21738
0.99814,0.81531,85866,0.34078,0.71295;0.68323,0.83976,54099,krJUPFVTbSXParLM,0.31595
0.21578,0.95821,47175,0.37408,0.57263;0.78161,0.65246,20333,bgfwGLijhb,0.13087
0.8437,0.68072,17419,0.29602,0.96994;0.35077,0.9481,72564,UciUacCLKiaxuiBy,0.87156
0.71326,0.44708,33860,0.28662,0.89859;0.82645,0.40158,17733,WXurjpcpGE,0.16437
0.33222,0.61914,38576,0.70456,0.49456;0.35341,0.89506,87924,lQTnoMkIWdPDpiIS,0.5854
0.86379,0.96719,59068,0.36039,0.19462;0.63037,0.4939,67572,pyeFNvlXdl,0.4829
0.12185,0.48952,18862,0.90507,0.54944;0.49712,0.18051,67869,dpqyWCFVKjnNH,0.7702
0.8654,0.3592,38265,0.39195,0.7996;0.97976,0.17498,48369,AlFlvlHRkQh,0.13423
0.40793,0.72196,61387,0.5511,0.71832;0.2968,0.10054,10937,vTdeptPeesXhYpQc,0.45682
0.98382,0.29465,82948,0.7316,0.70765;0.14909,0.83101,91087,HBRfNcoUicb,0.85932
0.7927,0.43023,50865,0.73422,0.671;0.16159,0.34931,34474,ctBnkvtNRFFATiBObPb,0.62206
0.76858,0.19741,95073,0.37215,0.43895;0.51174,0.7956,24800,bXGjoamyZR,0.88044
0.46159,0.20597,52944,0.52887,0.24061;0.56922,0.18879,60327,enUMJmLPAiY,0.75934
0.84408,0.29314,76505,0.49275,0.19186;0.97402,0.77153,32605,HKGucQmuJURrMviRZ,0.48776
